applicant_id,jurisdiction,region,age_group,employment_status,annual_income,debt_to_income,credit_history_years,missed_payments_12m,credit_utilization,existing_customer,customer_tenure_years,spending_volatility,requested_credit_limit,synthetic_group_proxy,prob_good_repayment,good_repayment_12m,policy_score,approval_decision
APP-01588,US,US_West,35-44,Part-time,81097,0.277,6.4,0,0.322,1,7.3,0.607,4400,Group_B,0.9416,1,0.5753,Manual Review
APP-01589,US,US_West,55+,Full-time,66396,0.31,19.6,2,0.727,0,0,0.335,13200,Group_A,0.8897,1,0.5476,Manual Review
APP-01590,EU,EU_South,35-44,Full-time,101869,0.201,13.7,0,0.28,0,0,0.51,16800,Group_A,0.9678,1,0.6484,Approved
APP-01591,EU,EU_North,25-34,Full-time,76467,0.404,3.7,0,0.402,0,0,0.652,15600,Group_C,0.8503,1,0.4265,Declined
APP-01592,EU,EU_West,35-44,Part-time,55377,0.539,11.4,3,0.704,0,0,0.749,10200,Group_A,0.1741,0,0.028,Declined
APP-01593,US,US_South,18-24,Part-time,22034,0.586,0.8,3,0.785,0,0,0.873,5000,Group_B,0.0373,0,0,Declined
APP-01594,US,US_West,55+,Student,35831,0.503,21.7,2,0.625,0,0,0.635,7400,Group_B,0.6079,0,0.3264,Declined
APP-01595,EU,EU_West,25-34,Full-time,49150,0.184,9.3,0,0.374,1,8.7,0.178,7000,Group_A,0.8584,1,0.5198,Manual Review
APP-01596,EU,EU_North,35-44,Unemployed,17177,0.489,8.7,0,0.493,1,7.1,0.358,2100,Group_B,0.3651,0,0.1799,Declined
APP-01597,US,US_West,25-34,Full-time,130441,0.093,5.5,0,0.557,0,0,0.305,7600,Group_A,0.9679,1,0.5975,Approved
APP-01598,US,US_West,35-44,Full-time,104931,0.658,7.3,0,0.816,1,9.4,0.508,9100,Group_B,0.8935,0,0.3539,Declined
APP-01599,US,US_East,35-44,Unemployed,36382,0.351,10.5,1,0.322,1,12.8,0.59,5600,Group_A,0.7771,1,0.4671,Declined
APP-01600,EU,EU_North,45-54,Full-time,169776,0.414,12.8,0,0.219,1,8.3,0.483,27300,Group_B,0.99,1,0.6806,Approved
APP-01601,US,US_East,25-34,Self-employed,60351,0.086,7.7,0,0.138,1,8.4,0.397,4700,Group_A,0.9303,1,0.643,Approved
APP-01602,US,US_South,25-34,Full-time,113323,0.349,5.2,2,0.663,1,3.6,0.373,10700,Group_B,0.903,1,0.4709,Declined
APP-01603,US,US_East,25-34,Self-employed,73676,0.085,7.8,0,0.346,1,6.8,0.417,11000,Group_A,0.9649,1,0.4985,Manual Review
APP-01604,US,US_East,35-44,Student,24746,0.662,13.8,2,0.458,1,7.7,0.48,3900,Group_A,0.3295,0,0.1206,Declined
APP-01605,US,US_Midwest,18-24,Full-time,117187,0.189,6.6,1,0.27,0,0,0.412,13100,Group_A,0.9897,1,0.6184,Approved
APP-01606,US,US_South,35-44,Self-employed,128708,0.396,11.3,2,0.802,1,9.6,0.383,28200,Group_A,0.9465,1,0.512,Manual Review
APP-01607,US,US_South,45-54,Full-time,75998,0.402,16.2,1,0.703,0,0,0.527,10500,Group_B,0.8725,1,0.539,Manual Review
APP-01608,EU,EU_North,55+,Self-employed,104374,0.118,20.2,0,0.395,1,5,0.167,11700,Group_A,0.99,1,0.6162,Approved
APP-01609,US,US_East,35-44,Full-time,70249,0.19,12.6,0,0.548,0,0,0.219,14700,Group_C,0.9749,1,0.5612,Manual Review
APP-01610,US,US_South,35-44,Full-time,122343,0.207,12.3,1,0.486,0,0,0.541,13800,Group_C,0.9815,1,0.5898,Approved
APP-01611,EU,EU_South,18-24,Full-time,14578,0.074,2.5,0,0.268,0,0,0.444,3500,Group_B,0.5139,1,0.3834,Declined
APP-01612,EU,EU_West,35-44,Full-time,57042,0.34,11.2,1,0.529,1,8.1,0.183,8300,Group_A,0.85,1,0.4253,Declined
APP-01613,US,US_South,45-54,Student,64686,0.13,14.5,0,0.337,1,0,0.388,11800,Group_A,0.9446,1,0.5974,Approved
APP-01614,US,US_East,25-34,Full-time,55850,0.446,1.2,0,0.743,0,0,0.51,8700,Group_B,0.615,0,0.2289,Declined
APP-01615,US,US_South,25-34,Full-time,81862,0.309,6.4,2,0.492,0,0,0.474,10400,Group_A,0.8581,1,0.479,Declined
APP-01616,EU,EU_Central,45-54,Full-time,52234,0.447,19.4,1,0.585,1,6.2,0.691,6600,Group_A,0.7884,1,0.3991,Declined
APP-01617,EU,EU_South,45-54,Full-time,184326,0.064,13.1,0,0.324,1,8.4,0.277,30000,Group_B,0.99,1,0.7287,Approved
APP-01618,EU,EU_Central,25-34,Part-time,66853,0.71,6,4,0.617,1,9.8,0.411,11600,Group_B,0.536,0,0.2476,Declined
APP-01619,EU,EU_South,35-44,Unemployed,27045,0.21,10.7,1,0.545,0,0,0.288,5400,Group_B,0.6274,1,0.3392,Declined
APP-01620,EU,EU_West,25-34,Full-time,62149,0.343,5.9,0,0.495,1,7.5,0.173,10100,Group_A,0.8651,1,0.4095,Declined
APP-01621,US,US_West,18-24,Student,29546,0.213,3.2,0,0.609,0,0,0.352,6800,Group_B,0.4108,0,0.1852,Declined
APP-01622,US,US_East,55+,Full-time,201108,0.203,14.6,0,0.536,0,0,0.137,30000,Group_A,0.99,1,0.6584,Approved
APP-01623,EU,EU_North,45-54,Full-time,147081,0.034,13.3,0,0.404,1,9.5,0.138,12100,Group_A,0.99,1,0.6894,Approved
APP-01624,EU,EU_South,45-54,Self-employed,216835,0.226,13,2,0.406,0,0,0.47,30000,Group_C,0.99,1,0.633,Approved
APP-01625,US,US_West,18-24,Full-time,33687,0.323,0.7,0,0.5,0,0,0.356,8000,Group_A,0.7248,1,0.3983,Declined
APP-01626,EU,EU_West,45-54,Self-employed,60467,0.345,16.7,0,0.569,1,4.9,0.286,12900,Group_A,0.943,1,0.5764,Manual Review
APP-01627,US,US_Midwest,25-34,Student,18986,0.287,7.1,0,0.266,1,5.7,0.257,5300,Group_A,0.7182,1,0.3275,Declined
APP-01628,US,US_South,25-34,Full-time,84898,0.48,6.4,3,0.422,1,7.9,0.412,12200,Group_C,0.49,0,0.2372,Declined
APP-01629,US,US_East,35-44,Student,35594,0.223,10.1,0,0.18,0,0,0.235,8300,Group_B,0.9165,1,0.5246,Manual Review
APP-01630,US,US_West,18-24,Part-time,25000,0.193,0,0,0.481,0,0,0.497,500,Group_B,0.5062,0,0.2782,Declined
APP-01631,EU,EU_West,45-54,Full-time,115507,0.107,11.1,1,0.289,0,0,0.508,23200,Group_B,0.9809,1,0.5887,Approved
APP-01632,US,US_Midwest,35-44,Self-employed,143492,0.256,11.9,1,0.273,0,0,0.491,16300,Group_A,0.9701,1,0.6271,Approved
APP-01633,EU,EU_West,25-34,Full-time,37528,0.02,5.1,0,0.303,0,0,0.706,1600,Group_A,0.8368,1,0.5214,Manual Review
APP-01634,EU,EU_South,25-34,Unemployed,22303,0.407,3,1,0.266,0,0,0.565,1300,Group_A,0.2514,1,0.1046,Declined
APP-01635,EU,EU_West,25-34,Self-employed,98469,0.263,8.6,0,0.214,1,6.8,0.717,16600,Group_A,0.9254,1,0.4889,Manual Review
APP-01636,US,US_East,18-24,Full-time,41334,0.159,5.6,1,0.275,1,2.7,0.258,1700,Group_A,0.7817,1,0.4126,Declined
APP-01637,US,US_South,35-44,Full-time,58822,0.061,13.4,0,0.219,0,0,0.598,5500,Group_C,0.9623,1,0.6285,Approved
APP-01638,US,US_East,45-54,Self-employed,138263,0.453,16.4,0,0.551,0,0,0.285,23900,Group_A,0.9863,1,0.6362,Approved
APP-01639,EU,EU_North,18-24,Full-time,28556,0.233,3.9,0,0.169,0,0,0.2,3500,Group_A,0.7481,1,0.3178,Declined
APP-01640,EU,EU_West,18-24,Full-time,44543,0.206,5.5,0,0.397,0,0,0.176,11100,Group_A,0.7525,1,0.4192,Declined
APP-01641,US,US_West,35-44,Full-time,104647,0.14,9.6,0,0.138,0,0,0.23,7900,Group_A,0.9817,1,0.6581,Approved
APP-01642,EU,EU_North,45-54,Full-time,69033,0.286,17.4,1,0.697,0,0,0.126,8500,Group_C,0.9567,1,0.5633,Manual Review
APP-01643,US,US_West,25-34,Full-time,106066,0.536,7.1,1,0.397,1,4.8,0.445,5800,Group_A,0.8541,1,0.5008,Manual Review
APP-01644,EU,EU_West,25-34,Full-time,57723,0.109,8.5,0,0.274,0,0,0.385,8400,Group_A,0.9402,1,0.6359,Approved
APP-01645,US,US_West,35-44,Full-time,142588,0.178,9.2,0,0.618,0,0,0.243,16300,Group_B,0.9822,1,0.6015,Approved
APP-01646,EU,EU_South,25-34,Self-employed,64334,0.114,9.4,2,0.146,0,0,0.239,9900,Group_A,0.9466,1,0.5715,Manual Review
APP-01647,US,US_South,18-24,Full-time,69008,0.263,3,0,0.514,0,0,0.274,9100,Group_A,0.8297,1,0.4094,Declined
APP-01648,EU,EU_North,45-54,Full-time,133955,0.366,12.7,3,0.768,0,0,0.648,26900,Group_A,0.9325,1,0.5032,Manual Review
APP-01649,EU,EU_South,35-44,Full-time,57036,0.146,12,0,0.346,1,4.3,0.297,4200,Group_B,0.9804,1,0.5643,Manual Review
APP-01650,EU,EU_West,35-44,Self-employed,30529,0.281,7.9,1,0.262,0,0,0.99,3800,Group_C,0.8116,1,0.472,Declined
APP-01651,US,US_West,45-54,Full-time,94397,0.258,16.6,1,0.225,0,0,0.458,7300,Group_B,0.9349,1,0.5553,Manual Review
APP-01652,US,US_East,35-44,Full-time,93245,0.29,10.8,0,0.508,0,0,0.171,9500,Group_A,0.9108,1,0.5823,Approved
APP-01653,US,US_East,25-34,Full-time,80250,0.377,6.9,2,0.419,1,6.1,0.151,8500,Group_B,0.9361,1,0.4641,Declined
APP-01654,US,US_East,25-34,Part-time,42159,0.251,9,0,0.125,1,6.9,0.67,7500,Group_A,0.9365,1,0.5656,Manual Review
APP-01655,US,US_Midwest,25-34,Part-time,38463,0.14,7.4,1,0.397,1,7.3,0.19,5800,Group_A,0.7856,0,0.4529,Declined
APP-01656,EU,EU_South,25-34,Part-time,115260,0.149,7.6,0,0.406,1,9.2,0.472,23500,Group_A,0.8574,1,0.5403,Manual Review
APP-01657,EU,EU_Central,35-44,Self-employed,42486,0.169,11.9,0,0.269,1,7.9,0.777,10700,Group_A,0.9249,1,0.5799,Manual Review
APP-01658,US,US_East,45-54,Self-employed,121644,0.328,11.6,1,0.6,0,0,0.462,18700,Group_A,0.8751,0,0.4873,Manual Review
APP-01659,US,US_Midwest,55+,Full-time,53332,0.149,19.1,0,0.074,0,0,0.501,4100,Group_B,0.9568,1,0.5892,Approved
APP-01660,US,US_South,35-44,Self-employed,66131,0.338,7.5,0,0.536,0,0,0.273,14800,Group_C,0.8739,1,0.4369,Declined
APP-01661,EU,EU_South,25-34,Full-time,64648,0.259,6.9,3,0.594,0,0,0.337,11900,Group_A,0.7063,1,0.3613,Declined
APP-01662,US,US_West,18-24,Self-employed,32448,0.691,0,1,0.806,0,0,0.568,7100,Group_A,0.3498,0,0.069,Declined
APP-01663,EU,EU_West,45-54,Part-time,77523,0.577,13.4,1,0.637,1,6.5,0.375,4200,Group_A,0.793,1,0.4539,Declined
APP-01664,US,US_East,35-44,Full-time,168762,0.752,14.5,1,0.524,0,0,0.745,29600,Group_A,0.9353,1,0.5718,Manual Review
APP-01665,EU,EU_West,35-44,Full-time,93465,0.375,11.2,0,0.466,1,9.6,0.392,16400,Group_B,0.9822,1,0.5961,Approved
APP-01666,EU,EU_South,45-54,Full-time,100315,0.299,16,0,0.264,1,8.9,0.189,16800,Group_A,0.99,1,0.6099,Approved
APP-01667,US,US_East,35-44,Self-employed,44310,0.204,9.2,1,0.288,1,9.5,0.451,3800,Group_B,0.852,1,0.4961,Manual Review
APP-01668,EU,EU_West,45-54,Self-employed,110321,0.544,15.5,2,0.429,0,0,0.536,23000,Group_A,0.8945,1,0.5903,Approved
APP-01669,US,US_South,18-24,Student,58534,0.241,3.8,1,0.48,1,2,0.335,10500,Group_A,0.7194,1,0.3254,Declined
APP-01670,EU,EU_South,45-54,Full-time,80679,0.1,14.5,1,0.089,1,10,0.142,14800,Group_A,0.99,1,0.5519,Manual Review
APP-01671,US,US_West,45-54,Part-time,50619,0.599,18.2,1,0.559,1,7.4,0.385,12700,Group_A,0.9238,1,0.5189,Manual Review
APP-01672,EU,EU_South,25-34,Full-time,57925,0.384,5.9,1,0.375,1,7.8,0.488,16000,Group_A,0.7481,1,0.3619,Declined
APP-01673,EU,EU_North,35-44,Student,26389,0.261,7.9,1,0.698,1,7.6,0.46,6000,Group_B,0.6868,0,0.2784,Declined
APP-01674,EU,EU_West,25-34,Full-time,21677,0.107,6.5,1,0.442,0,0,0.075,4700,Group_A,0.5639,0,0.3152,Declined
APP-01675,EU,EU_North,55+,Full-time,82878,0.199,17.5,1,0.156,0,0,0.445,5800,Group_B,0.9474,1,0.5584,Manual Review
APP-01676,US,US_Midwest,18-24,Full-time,34871,0.223,3.2,1,0.465,0,0,0.367,5100,Group_A,0.7484,1,0.4413,Declined
APP-01677,US,US_South,35-44,Part-time,27380,0.436,9.8,2,0.648,1,4.7,0.377,4700,Group_A,0.4562,0,0.1993,Declined
APP-01678,US,US_East,25-34,Unemployed,40948,0.566,7.5,3,0.556,0,0,0.396,5100,Group_A,0.1077,0,0,Declined
APP-01679,US,US_Midwest,45-54,Full-time,49316,0.307,16.5,0,0.357,0,0,0.34,8000,Group_B,0.9347,1,0.5127,Manual Review
APP-01680,EU,EU_West,25-34,Full-time,64023,0.181,4.9,1,0.457,1,5.6,0.53,10500,Group_A,0.9273,1,0.5176,Manual Review
APP-01681,US,US_Midwest,25-34,Student,52563,0.524,4,0,0.651,0,0,0.483,5900,Group_B,0.3155,0,0.0555,Declined
APP-01682,EU,EU_West,35-44,Full-time,47873,0.224,12,0,0.883,1,8.7,0.388,10300,Group_A,0.9667,1,0.4142,Declined
APP-01683,EU,EU_West,55+,Self-employed,31641,0.224,17.8,1,0.663,1,5.2,0.273,7200,Group_B,0.9102,1,0.4384,Declined
APP-01684,EU,EU_Central,25-34,Full-time,84170,0.499,7.5,3,0.621,0,0,0.233,9100,Group_A,0.7306,1,0.4092,Declined
APP-01685,US,US_Midwest,25-34,Full-time,104825,0.268,5.5,1,0.431,0,0,0.489,20500,Group_B,0.9246,1,0.4942,Manual Review
APP-01686,EU,EU_North,45-54,Part-time,24741,0.271,16.2,0,0.203,1,9.2,0.562,5000,Group_B,0.9674,1,0.504,Manual Review
APP-01687,EU,EU_West,35-44,Part-time,63364,0.269,8.7,3,0.479,1,8.2,0.474,9900,Group_C,0.8223,1,0.4347,Declined
APP-01688,US,US_West,55+,Full-time,107038,0.364,18.9,0,0.37,1,6.8,0.256,11100,Group_A,0.9875,1,0.705,Approved
APP-01689,EU,EU_North,25-34,Full-time,29519,0.086,5.8,0,0.572,0,0,0.158,11300,Group_A,0.8971,1,0.523,Manual Review
APP-01690,EU,EU_Central,35-44,Part-time,80944,0.582,8.9,0,0.379,0,0,0.393,9900,Group_A,0.7553,1,0.3814,Declined
APP-01691,US,US_South,25-34,Full-time,92712,0.38,5.5,2,0.51,0,0,0.654,12600,Group_B,0.7412,1,0.3642,Declined
APP-01692,US,US_West,25-34,Student,28175,0.484,3.9,3,0.776,1,2.3,0.614,8300,Group_A,0.3272,0,0.048,Declined
APP-01693,US,US_West,35-44,Full-time,132905,0.389,13.9,0,0.504,0,0,0.299,26400,Group_B,0.9878,1,0.5673,Manual Review
APP-01694,US,US_South,35-44,Self-employed,137433,0.135,13.9,1,0.562,0,0,0.318,20700,Group_A,0.99,1,0.6431,Approved
APP-01695,US,US_West,45-54,Student,43610,0.448,16,5,0.625,1,7.2,0.43,8600,Group_A,0.5559,0,0.2451,Declined
APP-01696,US,US_Midwest,25-34,Self-employed,55563,0.106,8.4,0,0.798,0,0,0.543,10800,Group_A,0.8909,1,0.4383,Declined
APP-01697,US,US_East,35-44,Full-time,54377,0.325,6.4,0,0.393,0,0,0.352,4400,Group_C,0.7764,1,0.3692,Declined
APP-01698,US,US_South,25-34,Self-employed,56101,0.293,9.9,0,0.208,1,8.5,0.551,3900,Group_B,0.974,1,0.6546,Approved
APP-01699,EU,EU_North,55+,Full-time,99398,0.197,18.7,0,0.188,1,13.3,0.271,8200,Group_C,0.99,1,0.6722,Approved
APP-01700,US,US_South,25-34,Full-time,64442,0.092,6.2,0,0.129,0,0,0.524,3700,Group_A,0.961,1,0.5407,Manual Review
APP-01701,EU,EU_South,25-34,Unemployed,12000,0.417,0.2,0,0.382,1,0,0.584,2000,Group_B,0.3278,0,0.1655,Declined
APP-01702,US,US_East,25-34,Part-time,69247,0.462,5.4,4,0.552,0,0,0.567,9000,Group_B,0.476,0,0.1618,Declined
APP-01703,US,US_South,35-44,Self-employed,89777,0.106,8.6,0,0.416,1,7.9,0.652,18900,Group_A,0.99,1,0.5868,Approved
APP-01704,US,US_South,25-34,Full-time,52678,0.196,4.5,0,0.434,1,1.8,0.332,11300,Group_B,0.868,1,0.4651,Declined
APP-01705,US,US_West,55+,Full-time,113121,0.272,18.8,1,0.391,1,5.2,0.173,15600,Group_C,0.99,1,0.6286,Approved
APP-01706,US,US_East,25-34,Full-time,138205,0.02,3.1,0,0.791,1,4,0.455,19100,Group_C,0.985,1,0.5451,Manual Review
APP-01707,EU,EU_West,55+,Full-time,19575,0.086,17,0,0.4,1,9.4,0.46,3600,Group_B,0.8314,1,0.4936,Manual Review
APP-01708,US,US_West,18-24,Part-time,38835,0.185,3,2,0.565,0,0,0.496,6300,Group_A,0.2648,0,0.0342,Declined
APP-01709,EU,EU_North,35-44,Full-time,47499,0.255,8.2,0,0.348,0,0,0.335,5800,Group_A,0.9084,1,0.4922,Manual Review
APP-01710,EU,EU_South,55+,Part-time,60284,0.397,18.4,1,0.543,0,0,0.395,7500,Group_C,0.9206,1,0.5739,Manual Review
APP-01711,US,US_East,25-34,Full-time,78981,0.323,8,2,0.315,1,10.4,0.393,9400,Group_A,0.9313,1,0.5628,Manual Review
APP-01712,US,US_South,55+,Full-time,91944,0.352,24.5,0,0.191,0,0,0.406,14700,Group_B,0.99,1,0.6138,Approved
APP-01713,EU,EU_West,35-44,Full-time,60426,0.377,9.9,1,0.427,0,0,0.578,11600,Group_B,0.9578,1,0.4622,Declined
APP-01714,US,US_East,55+,Full-time,29730,0.193,16.8,2,0.295,1,11.3,0.508,7000,Group_B,0.9192,1,0.4385,Declined
APP-01715,US,US_West,35-44,Full-time,68789,0.263,9.2,0,0.373,0,0,0.237,15700,Group_C,0.9234,1,0.5556,Manual Review
APP-01716,EU,EU_North,25-34,Unemployed,35039,0.442,6.6,3,0.409,1,11.4,0.465,6900,Group_A,0.3311,1,0.1407,Declined
APP-01717,US,US_East,25-34,Full-time,117751,0.341,5.7,0,0.254,0,0,0.34,15600,Group_A,0.9889,1,0.606,Approved
APP-01718,EU,EU_West,25-34,Student,19133,0.114,8.5,1,0.207,0,0,0.403,2700,Group_A,0.5399,1,0.3715,Declined
APP-01719,EU,EU_West,18-24,Full-time,80991,0.204,3,0,0.216,0,0,0.384,10500,Group_A,0.9693,0,0.5679,Manual Review
APP-01720,US,US_South,25-34,Unemployed,21798,0.487,8.5,0,0.439,0,0,0.364,4300,Group_A,0.4889,0,0.2384,Declined
APP-01721,US,US_South,18-24,Full-time,60055,0.104,1.8,0,0.049,0,0,0.373,13500,Group_A,0.8758,1,0.4592,Declined
APP-01722,US,US_West,25-34,Student,21599,0.323,7.2,1,0.312,0,0,0.319,4000,Group_B,0.3452,1,0.2297,Declined
APP-01723,US,US_South,45-54,Full-time,97006,0.099,14.6,1,0.416,0,0,0.214,7800,Group_C,0.99,1,0.6045,Approved
APP-01724,US,US_South,25-34,Part-time,69737,0.601,4.4,2,0.644,1,3.9,0.496,8600,Group_A,0.3389,0,0.0905,Declined
APP-01725,EU,EU_West,25-34,Student,18664,0.214,11.3,0,0.334,0,0,0.337,2800,Group_A,0.7929,1,0.448,Declined
APP-01726,US,US_South,35-44,Full-time,62038,0.164,6,0,0.355,1,4.9,0.195,10300,Group_C,0.9037,1,0.5958,Approved
APP-01727,US,US_South,25-34,Full-time,81035,0.167,4.9,0,0.454,1,5.4,0.438,14800,Group_A,0.9857,1,0.6474,Approved
APP-01728,EU,EU_West,18-24,Full-time,150335,0.073,1.1,1,0.542,0,0,0.157,17600,Group_A,0.9812,1,0.5505,Manual Review
APP-01729,EU,EU_West,25-34,Student,21984,0.385,12,0,0.202,0,0,0.576,2400,Group_A,0.5226,1,0.3361,Declined
APP-01730,EU,EU_West,55+,Full-time,172978,0.274,22.8,0,0.327,0,0,0.253,27400,Group_B,0.99,1,0.7023,Approved
APP-01731,US,US_East,45-54,Full-time,235988,0.594,19.3,2,0.575,1,9.4,0.211,16700,Group_A,0.99,1,0.6932,Approved
APP-01732,EU,EU_South,25-34,Full-time,66611,0.15,4.8,0,0.316,1,4.3,0.324,12400,Group_C,0.9015,1,0.5292,Manual Review
APP-01733,US,US_West,35-44,Full-time,78928,0.032,16.3,0,0.139,0,0,0.151,14200,Group_A,0.9865,1,0.6634,Approved
APP-01734,US,US_South,35-44,Part-time,41389,0.582,11.8,1,0.495,1,8.2,0.576,8500,Group_A,0.7969,1,0.455,Declined
APP-01735,US,US_South,35-44,Full-time,87533,0.198,13.1,0,0.514,1,5.6,0.196,16100,Group_A,0.9838,1,0.5157,Manual Review
APP-01736,EU,EU_South,35-44,Self-employed,43759,0.223,11.4,0,0.878,1,11.6,0.511,7700,Group_A,0.7477,1,0.4025,Declined
APP-01737,US,US_Midwest,35-44,Student,31781,0.419,8.7,2,0.691,0,0,0.419,5700,Group_B,0.4008,1,0.1133,Declined
APP-01738,US,US_East,25-34,Full-time,122562,0.454,3.7,0,0.538,0,0,0.555,22400,Group_B,0.9213,1,0.4973,Manual Review
APP-01739,US,US_West,18-24,Self-employed,29653,0.675,0,1,0.545,0,0,0.703,5100,Group_B,0.1934,0,0.0083,Declined
APP-01740,US,US_Midwest,35-44,Full-time,67881,0.112,10.1,2,0.57,1,6.6,0.141,12000,Group_B,0.9559,1,0.4953,Manual Review
APP-01741,EU,EU_West,55+,Self-employed,32663,0.678,20.8,2,0.554,1,5.7,0.396,4700,Group_C,0.6843,0,0.3199,Declined
APP-01742,EU,EU_West,35-44,Full-time,89515,0.12,8.7,0,0.497,1,7.7,0.063,12200,Group_B,0.9796,1,0.5228,Manual Review
APP-01743,EU,EU_Central,45-54,Part-time,56595,0.634,17.1,1,0.398,0,0,0.702,12100,Group_B,0.6891,0,0.3503,Declined
APP-01744,US,US_Midwest,55+,Full-time,84808,0.073,14.5,0,0.18,1,9.1,0.165,10400,Group_A,0.99,1,0.6517,Approved
APP-01745,US,US_West,25-34,Full-time,67632,0.256,7.6,0,0.386,1,4.6,0.16,11300,Group_A,0.9184,1,0.5561,Manual Review
APP-01746,US,US_Midwest,35-44,Self-employed,72240,0.168,12.6,1,0.154,0,0,0.516,9400,Group_A,0.7868,1,0.4586,Declined
APP-01747,US,US_South,35-44,Full-time,94815,0.272,11.3,2,0.32,0,0,0.348,14900,Group_B,0.9177,1,0.5944,Approved
APP-01748,US,US_West,55+,Part-time,50932,0.478,20.9,2,0.51,1,5.6,0.288,6700,Group_A,0.8641,1,0.5017,Manual Review
APP-01749,EU,EU_West,55+,Full-time,94961,0.381,21.5,0,0.481,0,0,0.235,11600,Group_A,0.976,1,0.657,Approved
APP-01750,US,US_South,35-44,Self-employed,84731,0.381,12.2,0,0.446,0,0,0.958,8000,Group_C,0.8632,1,0.4306,Declined
APP-01751,US,US_West,25-34,Full-time,115376,0.121,8.8,0,0.069,0,0,0.615,17700,Group_C,0.9823,1,0.6451,Approved
APP-01752,US,US_East,45-54,Self-employed,110661,0.376,14.3,3,0.425,1,7.4,0.717,22400,Group_C,0.9086,1,0.5557,Manual Review
APP-01753,US,US_West,18-24,Full-time,55642,0.127,3.1,0,0.702,1,3.2,0.312,10300,Group_A,0.76,1,0.3295,Declined
APP-01754,US,US_South,45-54,Full-time,158929,0.316,17.5,0,0.545,0,0,0.427,27400,Group_B,0.99,1,0.7359,Approved
APP-01755,EU,EU_West,55+,Full-time,99569,0.331,16.3,1,0.226,1,11.1,0.431,11300,Group_A,0.9064,1,0.5392,Manual Review
APP-01756,EU,EU_West,25-34,Part-time,83983,0.169,5,0,0.793,1,5.3,0.52,14300,Group_A,0.9284,1,0.5273,Manual Review
APP-01757,EU,EU_West,35-44,Full-time,118608,0.103,14.2,1,0.289,0,0,0.217,12800,Group_A,0.99,1,0.6714,Approved
APP-01758,US,US_South,25-34,Student,14152,0.201,8.9,1,0.512,1,5.1,0.589,4000,Group_A,0.6968,1,0.359,Declined
APP-01759,US,US_East,25-34,Student,58318,0.327,7.6,1,0.44,1,7.8,0.488,9800,Group_A,0.5363,1,0.3414,Declined
APP-01760,US,US_Midwest,25-34,Full-time,66410,0.373,3.3,1,0.434,1,7.4,0.144,12000,Group_B,0.8737,1,0.5381,Manual Review
APP-01761,US,US_South,45-54,Self-employed,85408,0.217,14.1,0,0.211,0,0,0.483,6900,Group_A,0.9569,1,0.5508,Manual Review
APP-01762,EU,EU_West,55+,Full-time,78391,0.603,17.5,0,0.324,0,0,0.64,5600,Group_B,0.9715,1,0.567,Manual Review
APP-01763,US,US_South,55+,Full-time,70562,0.06,24.4,1,0.186,0,0,0.257,4700,Group_A,0.99,1,0.6853,Approved
APP-01764,US,US_South,25-34,Self-employed,75402,0.333,5.1,0,0.288,0,0,0.298,14200,Group_A,0.7959,1,0.3858,Declined
APP-01765,US,US_South,45-54,Self-employed,66985,0.583,16.2,1,0.44,1,7.3,0.292,17200,Group_A,0.7174,1,0.4381,Declined
APP-01766,US,US_East,45-54,Self-employed,155127,0.051,14.3,0,0.286,1,8.3,0.712,15900,Group_A,0.99,1,0.7412,Approved
APP-01767,EU,EU_South,25-34,Full-time,59377,0.143,6.2,0,0.647,1,6.5,0.232,10500,Group_B,0.956,1,0.5735,Manual Review
APP-01768,US,US_South,18-24,Full-time,42948,0.046,1.3,1,0.622,0,0,0.291,1000,Group_A,0.8642,0,0.4652,Declined
APP-01769,US,US_South,25-34,Full-time,49177,0.162,6.3,0,0.429,0,0,0.629,4100,Group_A,0.8744,1,0.5476,Manual Review
APP-01770,US,US_East,55+,Self-employed,84920,0.102,17.3,0,0.696,1,9,0.494,12000,Group_A,0.9815,1,0.6063,Approved
APP-01771,US,US_South,35-44,Full-time,98190,0.088,7.5,1,0.698,0,0,0.253,17000,Group_A,0.9339,1,0.4824,Manual Review
APP-01772,EU,EU_West,45-54,Self-employed,97185,0.548,15,3,0.433,0,0,0.764,7600,Group_C,0.749,1,0.3978,Declined
APP-01773,EU,EU_West,25-34,Full-time,46964,0.314,3.6,2,0.271,1,1.8,0.204,12100,Group_A,0.854,1,0.4363,Declined
APP-01774,EU,EU_North,45-54,Full-time,39042,0.45,18.4,1,0.605,1,8.5,0.292,2800,Group_B,0.8458,1,0.4518,Declined
APP-01775,EU,EU_South,18-24,Full-time,56659,0.218,0,1,0.323,0,0,0.154,9800,Group_B,0.8523,1,0.4491,Declined
APP-01776,US,US_West,25-34,Full-time,135740,0.417,3.7,1,0.704,0,0,0.341,20400,Group_C,0.8963,1,0.4806,Manual Review
APP-01777,EU,EU_North,35-44,Full-time,47666,0.138,8.8,0,0.397,0,0,0.157,5800,Group_B,0.9579,1,0.5532,Manual Review
APP-01778,US,US_South,25-34,Part-time,79998,0.342,3.5,0,0.552,1,4.8,0.904,14900,Group_B,0.8666,1,0.5258,Manual Review
APP-01779,US,US_West,45-54,Student,39647,0.314,11.4,0,0.711,1,7.3,0.229,4600,Group_B,0.9042,1,0.4841,Manual Review
